# %ECSV 0.9
# ---
# datatype:
# - {name: lambda, unit: Angstrom, datatype: float32}
# - {name: theta, unit: deg, datatype: float32}
# - {name: '4', datatype: float32}
# - {name: '3', datatype: float32}
# - {name: '2', datatype: float32}
# - {name: '1', datatype: float32}
# - {name: '0', datatype: float32}
# - {name: '-1', datatype: float32}
# - {name: '-2', datatype: float32}
# - {name: '-3', datatype: float32}
# - {name: '-4', datatype: float32}
# - {name: '-5', datatype: float32}
# - {name: '-6', datatype: float32}
# - {name: '-7', datatype: float32}
# - {name: '-8', datatype: float32}
# - {name: '-9', datatype: float32}
# - {name: '-10', datatype: float32}
# - {name: '-11', datatype: float32}
# - {name: '-12', datatype: float32}
# - {name: '-13', datatype: float32}
# - {name: '-14', datatype: float32}
# - {name: '-15', datatype: float32}
# - {name: '-16', datatype: float32}
# - {name: '-17', datatype: float32}
# - {name: '-18', datatype: float32}
# - {name: '-19', datatype: float32}
# - {name: '-20', datatype: float32}
# - {name: '-21', datatype: float32}
# - {name: '-22', datatype: float32}
# - {name: '-23', datatype: float32}
# meta: !!omap
# - {ORIGFILE: ../inputdata/SiPt_5p7um_deep_20pct_dc_extended.xlsx}
# - {author: converted by Hans Moritz Guenther}
# - {origin: Ralf Heilmann}
# - description: [null]
# - {comment: 'From: Ralf Heilmann <ralf@space.mit.edu>; Subject: Re: efficiencies for
#     Lynx; Date: Tue, 17 Jan 2018 16:59:02 -0500'}
# schema: astropy-2.0
lambda theta 4 3 2 1 0 -1 -2 -3 -4 -5 -6 -7 -8 -9 -10 -11 -12 -13 -14 -15 -16 -17 -18 -19 -20 -21 -22 -23
0.124 1.0 0.000908301 0.000629437 0.00598204 0.146715 0.580982 0.155501 0.00760677 0.00115964 0.00153777 0.00122572 0.00189198 0.000440917 0.000357772 0.000202352 0.000167312 0.000300391 0.000296835 0.00021058 0.000210531 1.09907e-05 4.34524e-05 4.13738e-05 8.60835e-05 0.000108104 3.49376e-05 2.16638e-09 1.5095e-05 3.08386e-05
0.124 1.05 0.000673876 0.000795206 0.00566817 0.134166 0.609781 0.143126 0.00629022 0.000686865 0.00140346 0.00185789 0.000769966 0.000682267 0.000268082 0.000403325 0.000176975 0.000355836 8.18609e-05 0.000211345 2.94432e-05 3.8094e-05 2.71232e-06 6.54685e-05 0.000102505 5.4615e-05 4.53042e-05 1.63809e-05 1.76954e-06 2.29226e-05
0.124 1.1 0.000521485 0.00101383 0.00586549 0.121397 0.63734 0.130495 0.00572025 0.000626535 0.00114398 0.00200695 6.01105e-05 0.001035 0.000335823 0.000235308 0.000203694 3.69831e-05 0.000205273 0.000160575 0.000126617 6.37333e-05 4.52958e-05 6.02546e-05 5.52045e-05 7.98534e-05 2.18173e-05 9.99493e-07 9.44913e-06 1.36413e-05
0.124 1.15 0.00046438 0.00117078 0.00644082 0.108685 0.663435 0.117685 0.00572343 0.000771758 0.000860139 0.00160698 0.000230788 0.00100807 0.00034305 2.18713e-05 0.000135089 0.000120796 0.000336293 0.000118271 9.67605e-05 4.19994e-06 1.58867e-05 2.06261e-05 7.38906e-05 3.19677e-05 2.75269e-05 6.73562e-06 7.40972e-06 2.62992e-05
0.124 1.2 0.000436962 0.00122145 0.00713532 0.0963816 0.688275 0.105116 0.00616955 0.00098785 0.000639395 0.000904598 0.000967617 0.000578788 0.000282515 4.37579e-05 8.3774e-05 0.000357635 7.89612e-05 0.000131872 2.83204e-05 5.55521e-05 2.36698e-05 7.09751e-05 3.6478e-05 4.94247e-05 1.05559e-05 2.72736e-06 4.56633e-06 1.20582e-05
0.124 1.25 0.000419948 0.00119476 0.00778694 0.0842795 0.712354 0.0928465 0.00684709 0.00115635 0.000504104 0.00030124 0.00156817 0.000181789 0.000224372 0.000158699 0.000131785 0.000167966 0.000103193 0.000149512 8.53379e-05 1.98523e-05 4.45782e-05 4.90952e-06 4.93899e-05 2.49573e-05 1.7665e-05 2.73705e-06 1.17391e-05 1.82914e-05
0.124 1.3 0.000407339 0.00109802 0.0083302 0.072777 0.734811 0.0808684 0.00752211 0.00121858 0.000457166 8.8214e-05 0.00150644 0.000195129 0.000186631 0.000137291 0.0001535 5.73162e-06 0.000296877 6.47751e-05 4.11527e-05 1.71503e-05 7.76107e-06 7.26579e-05 4.36085e-05 3.42811e-05 8.4916e-06 1.66873e-06 1.89916e-06 1.68234e-05
0.124 1.35 0.000358233 0.00093111 0.00868362 0.0621458 0.755863 0.0695934 0.00811969 0.00120032 0.000431073 0.000312655 0.000881236 0.000519695 0.000156571 3.54398e-05 7.73053e-05 0.00020768 0.000117124 9.201e-05 2.83623e-05 3.33923e-05 4.80906e-05 2.0641e-05 3.19393e-05 2.5657e-05 1.59003e-05 4.08135e-06 8.38501e-06 1.05439e-05
0.124 1.4 0.000278196 0.000729143 0.00868233 0.0523444 0.776475 0.059248 0.00856945 0.00111349 0.000417541 0.00073951 0.000229955 0.000751537 0.00014203 4.25714e-06 4.70365e-05 0.000256558 3.03092e-05 0.00012917 5.07429e-05 4.3913e-06 1.3556e-05 4.2029e-05 5.10967e-05 2.36448e-05 6.16959e-06 2.80978e-06 4.39238e-08 1.00099e-05
0.124 1.45 0.00021863 0.000537091 0.00827115 0.043099 0.797048 0.0496092 0.00873869 0.000954803 0.000400951 0.00111375 1.00378e-05 0.000621169 0.000153853 6.14215e-05 9.75936e-05 4.44091e-05 0.000226522 4.44003e-05 2.62822e-05 2.1748e-05 2.54663e-05 4.77485e-05 1.67042e-05 2.53951e-05 1.36446e-05 3.33933e-06 9.15044e-06 4.80439e-06
0.124 1.5 0.000225662 0.000384919 0.00752997 0.0346652 0.816245 0.0405668 0.00849336 0.000755548 0.000346301 0.00119926 0.000331807 0.000256814 0.000161929 8.11253e-05 0.000117706 5.09363e-05 0.000162355 7.04723e-05 2.5586e-05 1.30873e-05 3.29923e-05 1.16632e-05 5.45709e-05 1.56681e-05 3.73923e-06 3.70894e-06 1.07594e-06 1.27789e-05
0.124 1.55 0.000274218 0.000278329 0.00651397 0.0270781 0.834406 0.0323891 0.00788239 0.000560492 0.000264948 0.000941962 0.000857145 5.50929e-05 0.000130973 3.28004e-05 4.98378e-05 0.00023013 7.75097e-06 0.000110058 2.90598e-05 5.95366e-06 5.38893e-06 6.44423e-05 7.76546e-06 2.24185e-05 9.28476e-06 2.27621e-06 7.69179e-06 2.39162e-06
