# %ECSV 0.9
# ---
# datatype:
# - {name: lambda, unit: Angstrom, datatype: float32}
# - {name: theta, unit: deg, datatype: float32}
# - {name: '4', datatype: float32}
# - {name: '3', datatype: float32}
# - {name: '2', datatype: float32}
# - {name: '1', datatype: float32}
# - {name: '0', datatype: float32}
# - {name: '-1', datatype: float32}
# - {name: '-2', datatype: float32}
# - {name: '-3', datatype: float32}
# - {name: '-4', datatype: float32}
# - {name: '-5', datatype: float32}
# - {name: '-6', datatype: float32}
# - {name: '-7', datatype: float32}
# - {name: '-8', datatype: float32}
# - {name: '-9', datatype: float32}
# - {name: '-10', datatype: float32}
# - {name: '-11', datatype: float32}
# - {name: '-12', datatype: float32}
# - {name: '-13', datatype: float32}
# - {name: '-14', datatype: float32}
# - {name: '-15', datatype: float32}
# - {name: '-16', datatype: float32}
# - {name: '-17', datatype: float32}
# - {name: '-18', datatype: float32}
# - {name: '-19', datatype: float32}
# - {name: '-20', datatype: float32}
# - {name: '-21', datatype: float32}
# - {name: '-22', datatype: float32}
# - {name: '-23', datatype: float32}
# meta: !!omap
# - {ORIGFILE: ../inputdata/Si_5p7um_deep_20pct_dc_extended.xlsx}
# - {author: converted by Hans Moritz Guenther}
# - {origin: Ralf Heilmann}
# - description: [null]
# - {comment: 'From: Ralf Heilmann <ralf@space.mit.edu>; Subject: efficiencies for Lynx;
#     Date: Tue, 16 Jan 2018 15:07:37 -0500'}
# schema: astropy-2.0
lambda theta 4 3 2 1 0 -1 -2 -3 -4 -5 -6 -7 -8 -9 -10 -11 -12 -13 -14 -15 -16 -17 -18 -19 -20 -21 -22 -23
0.124 1.0 3.7297e-05 0.00080407 0.000128425 0.0282587 0.930557 0.0302893 0.000180053 0.000980717 5.94152e-05 7.47523e-06 2.10398e-05 9.34456e-07 2.08183e-05 3.34036e-06 1.56261e-06 2.99648e-06 3.74601e-06 2.9576e-07 7.35397e-07 6.65397e-08 7.84406e-07 2.29458e-07 1.83756e-07 3.13066e-07 9.72324e-08 5.0387e-07 6.77545e-07 3.2012e-07
0.124 1.05 5.29635e-05 0.000620186 0.000336003 0.0254575 0.936326 0.0274404 9.43368e-05 0.000946113 3.57483e-05 1.43792e-06 9.19126e-06 1.47619e-05 1.77673e-05 1.61544e-06 3.31938e-07 2.25688e-06 1.2975e-08 2.06928e-06 6.78598e-07 3.37066e-07 1.90139e-07 9.2561e-07 9.19539e-07 1.8009e-07 2.08869e-07 9.45204e-08 1.85044e-07 3.39414e-07
0.124 1.1 6.77947e-05 0.000420262 0.000666022 0.0227431 0.941674 0.0246622 0.000229714 0.000825129 3.02334e-05 4.65799e-08 2.55406e-06 2.87011e-05 5.83379e-06 2.43784e-06 1.04358e-07 4.25691e-07 2.80081e-06 2.57106e-06 3.76514e-07 2.30984e-07 7.6878e-07 7.04893e-07 8.37583e-08 2.192e-07 4.77594e-08 3.34548e-07 3.0651e-07 7.93815e-08
0.124 1.15 7.44791e-05 0.000239461 0.00105367 0.0201356 0.946644 0.0219766 0.000516393 0.000646183 3.94484e-05 1.80522e-06 4.38564e-06 2.70376e-05 5.49215e-07 3.74108e-06 6.58869e-07 1.16119e-06 3.61351e-06 1.64836e-07 4.9415e-07 4.19799e-08 1.86582e-07 2.75492e-07 7.42044e-07 1.4307e-07 1.27561e-07 6.69074e-08 2.89675e-07 3.11927e-07
0.124 1.2 6.98631e-05 0.00010517 0.00144166 0.0176548 0.951267 0.0194041 0.000887274 0.000446246 5.5587e-05 4.34241e-06 1.10594e-05 1.27551e-05 6.57841e-06 2.84379e-06 6.28761e-07 2.07473e-06 3.49512e-07 1.48552e-06 5.42477e-07 2.15688e-07 4.18002e-07 9.77892e-07 1.3508e-07 1.37665e-07 2.98577e-08 2.36633e-07 1.01264e-07 3.91152e-08
0.124 1.25 5.55032e-05 3.22561e-05 0.00178288 0.0153143 0.955588 0.0169625 0.00128146 0.000261127 6.95355e-05 5.75728e-06 1.59145e-05 1.12525e-06 1.34345e-05 9.57796e-07 1.25526e-07 8.73143e-07 1.16415e-06 2.06101e-06 1.73132e-07 4.28027e-08 3.91437e-07 7.10395e-09 5.1783e-07 1.3994e-07 8.62048e-08 7.74566e-08 3.45992e-07 2.25247e-07
0.124 1.3 3.63814e-05 2.19542e-05 0.00204305 0.0131271 0.959625 0.0146652 0.00164736 0.000119557 7.45181e-05 5.37026e-06 1.47783e-05 2.43531e-06 1.13122e-05 9.23087e-07 4.97823e-08 2.22268e-07 3.01942e-06 1.43258e-07 4.44819e-07 6.33255e-08 9.81088e-08 8.67143e-07 2.55707e-07 7.96135e-08 1.58914e-08 1.6141e-07 9.97342e-09 9.72671e-08
0.124 1.35 1.88422e-05 6.36291e-05 0.00220119 0.0111049 0.963397 0.0125246 0.00194497 3.81847e-05 6.81616e-05 3.67063e-06 8.76255e-06 1.24027e-05 3.51788e-06 2.33047e-06 3.14637e-07 1.21573e-06 9.09236e-07 1.04163e-06 3.7585e-07 1.03953e-07 4.3675e-07 1.08065e-07 2.90784e-07 1.38999e-07 5.57021e-08 9.10207e-08 3.32277e-07 1.03011e-07
0.124 1.4 8.11814e-06 0.000138222 0.00224847 0.00925569 0.966936 0.0105519 0.00214781 2.00035e-05 5.26553e-05 1.67491e-06 2.69795e-06 1.87571e-05 2.58323e-07 2.51497e-06 3.02359e-07 1.27361e-06 2.82673e-07 1.6849e-06 1.02463e-07 4.13267e-09 7.31862e-08 5.02342e-07 3.67609e-07 4.75381e-08 7.52707e-09 9.98343e-08 1.08072e-08 1.77826e-07
